Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Chips,Pringles,"€ 1,99","€ 2,49","pro Einheit = 12,06","pro Einheit = 12,06",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_266.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000266,obs_0000002584|obs_0000003161|obs_0000033655|obs_0000031705|obs_0000014349|obs_0000035109|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000034193|obs_0000015889|obs_0000010270|obs_0000000033|obs_0000008236|obs_0000002126|obs_0000021584|obs_0000034402|obs_0000010390|obs_0000032432|obs_0000003763|obs_0000028868|obs_0000026827|obs_0000008911|obs_0000022229|obs_0000001764|obs_0000028950|obs_0000020765|obs_0000033679|obs_0000001941|obs_0000034206|obs_0000013222|obs_0000015272|obs_0000026589|obs_0000010725|obs_0000001536|obs_0000010237|obs_0000007686|obs_0000018514|obs_0000025700|obs_0000028803|obs_0000028815|obs_0000014102|obs_0000011548|obs_0000035085|obs_0000011109|obs_0000030104|obs_0000033689|obs_0000022996|obs_0000002551|obs_0000007684,obs_0000014349|obs_0000002584|obs_0000035109|obs_0000003161|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000033655|obs_0000034193|obs_0000031705,,
Spargel weiß violett,Keine Marke,"€ 11,99","€ 14,99","1 kg = 7,99","1 kg = 7,99","Deutschland, Kl. II",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_267.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000267,obs_0000006414|obs_0000007314|obs_0000001516,obs_0000006414,,
Caff,Käfer,"€ 11,99","€ 14,99","pro Einheit = 11,99","pro Einheit = 11,99","ganze Kaffeebohnen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_268.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000268,obs_0000028042,obs_0000028042,x,
Sekt oder Fruchtsecco,Rotkäppchen,"€ 3,29","€ 4,99","1 l = 4,39","1 l = 4,39",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_269.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,,ref_000269,obs_0000029437|obs_0000029767|obs_0000030392|obs_0000005625|obs_0000005998|obs_0000007078|obs_0000007450|obs_0000007657|obs_0000000122|obs_0000025002|obs_0000025209|obs_0000017436|obs_0000018037|obs_0000026289|obs_0000026425|obs_0000018687|obs_0000002457|obs_0000027487|obs_0000011144|obs_0000011802|obs_0000020626|obs_0000012441|obs_0000012870|obs_0000021445|obs_0000023255|obs_0000015084|obs_0000023384|obs_0000031833|obs_0000015935|obs_0000001810|obs_0000016680|obs_0000024889|obs_0000017456|obs_0000001461|obs_0000026048|obs_0000018465|obs_0000019009|obs_0000010911|obs_0000027358|obs_0000019561|obs_0000011590|obs_0000003634|obs_0000028281|obs_0000012437|obs_0000012694|obs_0000013889|obs_0000022430|obs_0000014644|obs_0000015666|obs_0000015699,obs_0000029437|obs_0000029767|obs_0000030392,,
Coca-Cola,Coca-Cola,"€ 5,99","€ 9,54","1 l = 0,80","1 l = 0,80","teilw. koffeinhaltig, versch. Sorten Einzelpreis: 1.59 (1.27 / l) 1 Flasche beim Kauf von 6 Flaschen Coca-Cola, 1,25 Liter mit App-Coupon, zzgl. Pfand 0.25 GRATIS!",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_270.jpg,"cat_getraenke,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_ultra_processed",,,ref_000270,obs_0000023586|obs_0000001110|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000023740|obs_0000034042|obs_0000034648|obs_0000033681|obs_0000034234|obs_0000034810|obs_0000005638|obs_0000030302|obs_0000032440|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000006909|obs_0000029979|obs_0000006021|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000032254|obs_0000026646|obs_0000028226|obs_0000004177|obs_0000031900|obs_0000021663|obs_0000026287|obs_0000026323|obs_0000008921|obs_0000017639|obs_0000000810|obs_0000016686|obs_0000009023|obs_0000022338|obs_0000017246|obs_0000020844|obs_0000016754|obs_0000028026|obs_0000027015|obs_0000027037|obs_0000009119|obs_0000019364|obs_0000005031|obs_0000000445|obs_0000018375|obs_0000003042|obs_0000004604,obs_0000005638|obs_0000023586|obs_0000001110|obs_0000030302|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000032440|obs_0000023740|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000034042|obs_0000006909|obs_0000029979|obs_0000034648|obs_0000006021|obs_0000033681|obs_0000034234|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000034810|obs_0000032254,,
Bananen,Keine Marke,"€ 0,99","€ 1,29","pro Einheit = 0,99","pro Einheit = 0,99",Costa Rica/Ecuador,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_271.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,NUTR-0008,ref_000271,obs_0000031875|obs_0000027051|obs_0000032185|obs_0000032060|obs_0000029136|obs_0000027736|obs_0000026329|obs_0000028769|obs_0000031472|obs_0000031729|obs_0000009078|obs_0000026492|obs_0000022914|obs_0000027397|obs_0000023689|obs_0000006264|obs_0000006428|obs_0000006432|obs_0000031804|obs_0000030831|obs_0000005880|obs_0000004503|obs_0000001843|obs_0000004930|obs_0000004076|obs_0000000375|obs_0000005528|obs_0000007321|obs_0000006961|obs_0000005689|obs_0000006073|obs_0000005310|obs_0000005711|obs_0000010969|obs_0000007135|obs_0000012654|obs_0000013167|obs_0000011386|obs_0000005115|obs_0000005504|obs_0000014883|obs_0000011819,obs_0000031875|obs_0000027051|obs_0000032185|obs_0000032060|obs_0000029136|obs_0000027736|obs_0000026329|obs_0000028769|obs_0000031472|obs_0000031729|obs_0000009078|obs_0000026492,,
Nutella,Nutella,"€ 2,79","€ 3,79","pro Einheit = 6,20","pro Einheit = 6,20",Nuss-Nugat-Creme,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_272.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000272,obs_0000023311|obs_0000022500|obs_0000024686|obs_0000018181|obs_0000033678|obs_0000032403|obs_0000000918|obs_0000022348|obs_0000032100|obs_0000019310|obs_0000017649|obs_0000016258|obs_0000026249|obs_0000027533|obs_0000016787|obs_0000001187|obs_0000017196|obs_0000014128|obs_0000017850|obs_0000018501|obs_0000022091|obs_0000017239|obs_0000017241|obs_0000016611|obs_0000007026|obs_0000001525|obs_0000001529|obs_0000026750|obs_0000008340|obs_0000029028|obs_0000014101|obs_0000002746|obs_0000027589|obs_0000016475|obs_0000027761,obs_0000018181|obs_0000033678|obs_0000023311|obs_0000032403|obs_0000000918|obs_0000022348|obs_0000022500|obs_0000032100|obs_0000019310|obs_0000024686|obs_0000017649,,
Krönung,Jacobs,"€ 6,99","€ 9,29","1 kg = 13,98","1 kg = 13,98","Kaffee gemahlen oder Ganze Bohnen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_273.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000273,obs_0000022968|obs_0000031318|obs_0000000068|obs_0000033477|obs_0000025838|obs_0000019571|obs_0000031024|obs_0000028472|obs_0000029024|obs_0000031718|obs_0000030332|obs_0000007178|obs_0000032419|obs_0000028995|obs_0000030689|obs_0000032110|obs_0000014311,obs_0000022968|obs_0000031318|obs_0000029024|obs_0000030332,,
Schweine-Nacken,Keine Marke,"€ 4,99","€ 5,49","pro Einheit = 4,99","pro Einheit = 4,99","ohne Knochen, vakuumverpackt, ca. 2,4 kg",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_274.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_ultra_processed,tag_whole_food",,,ref_000274,obs_0000032338|obs_0000029889|obs_0000026349|obs_0000027909|obs_0000027469|obs_0000030577,obs_0000032338|obs_0000029889|obs_0000026349|obs_0000027909|obs_0000027469|obs_0000030577,,
Gouda oder Butterkäse XXL,Keine Marke,"€ 5,49","€ 7,49","pro Einheit = 5,49","pro Einheit = 5,49",gekühlt,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_275.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000275,obs_0000028008|obs_0000003561|obs_0000011889|obs_0000024636|obs_0000033775|obs_0000009434|obs_0000009899|obs_0000018295|obs_0000010146|obs_0000034800|obs_0000035114|obs_0000034978|obs_0000019165|obs_0000028379|obs_0000028402|obs_0000028491|obs_0000028601|obs_0000012660|obs_0000012763|obs_0000013967|obs_0000022440,,,
Müllermilch,Müller,"€ 0,69","€ 1,49","1 l = 1,73","1 l = 1,73","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_276.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,,ref_000276,obs_0000026666|obs_0000031787|obs_0000021596|obs_0000014942|obs_0000024685|obs_0000011465|obs_0000031450|obs_0000023291|obs_0000017154|obs_0000020777|obs_0000016180|obs_0000015795|obs_0000021950|obs_0000012795|obs_0000000031|obs_0000003758|obs_0000031972|obs_0000032546|obs_0000006614|obs_0000005162,obs_0000026666|obs_0000031787|obs_0000021596|obs_0000014942|obs_0000024685|obs_0000011465|obs_0000031450|obs_0000031972|obs_0000023291|obs_0000017154|obs_0000032546|obs_0000020777|obs_0000016180|obs_0000015795|obs_0000021950|obs_0000006614|obs_0000012795,,
Toilettenpapier,Keine Marke,"€ 6,99","€ 8,99","pro Einheit = 6,99","pro Einheit = 6,99",3-lagig,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_277.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000277,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770|obs_0000005667|obs_0000029750|obs_0000015949|obs_0000012878|obs_0000015950|obs_0000008297|obs_0000006764|obs_0000007297|obs_0000031364|obs_0000009866|obs_0000028827|obs_0000002720|obs_0000005291|obs_0000033456|obs_0000009406|obs_0000012006|obs_0000014068,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770,,
Fruchtgummi,Haribo,"€ 0,77",,"1 kg = 4,40 - 4,81","1 kg = 4,40 - 4,81",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_278.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S361000,ref_000278,obs_0000011323|obs_0000027215|obs_0000021597|obs_0000021688|obs_0000021186|obs_0000002314|obs_0000002318|obs_0000002320|obs_0000025361|obs_0000020778|obs_0000002943|obs_0000001930|obs_0000020367|obs_0000014289|obs_0000027602|obs_0000016918|obs_0000025134|obs_0000020575|obs_0000021606|obs_0000017027|obs_0000019082|obs_0000024204|obs_0000017102|obs_0000017103|obs_0000023776|obs_0000019722|obs_0000020787|obs_0000013647|obs_0000016719|obs_0000023399|obs_0000010105|obs_0000021394|obs_0000016298|obs_0000025528|obs_0000010947|obs_0000015661|obs_0000034822|obs_0000021002|obs_0000007699|obs_0000031302|obs_0000030281|obs_0000006734|obs_0000006238|obs_0000001701|obs_0000005837|obs_0000020183|obs_0000035007|obs_0000006380|obs_0000029422|obs_0000025339,obs_0000007699|obs_0000016918|obs_0000025134|obs_0000011323|obs_0000006734|obs_0000027215|obs_0000021597|obs_0000006238|obs_0000020575|obs_0000021606|obs_0000017027|obs_0000019082|obs_0000024204|obs_0000021688|obs_0000021186|obs_0000005837|obs_0000017102|obs_0000017103|obs_0000023776|obs_0000002314|obs_0000019722|obs_0000002318|obs_0000002320|obs_0000025361|obs_0000020778|obs_0000020787|obs_0000013647|obs_0000016719|obs_0000023399|obs_0000010105|obs_0000002943|obs_0000001930|obs_0000020367|obs_0000021394|obs_0000016298|obs_0000025528|obs_0000014289|obs_0000027602,,
Premium Hefe Weißbiere,Franziskaner,"€ 11,99","€ 21,49","1 l = 1,20","1 l = 1,20",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_279.jpg,"cat_getraenke,diet_lactose_free,diet_vegetarian",,,ref_000279,obs_0000013830|obs_0000028797|obs_0000031898|obs_0000011595,obs_0000013351|obs_0000015499|obs_0000012447,x,
Actimel,Keine Marke,"€ 3,49","€ 4,59","1 kg = 2,49","1 kg = 2,49",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_281.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed,tag_whole_food",,,ref_000281,obs_0000012310|obs_0000033983|obs_0000027587|obs_0000010619|obs_0000021892|obs_0000006796|obs_0000026131|obs_0000006437|obs_0000021034|obs_0000016818|obs_0000023730|obs_0000031420|obs_0000009022|obs_0000019926|obs_0000007768|obs_0000024156|obs_0000031715|obs_0000022902|obs_0000020215|obs_0000018569|obs_0000030479|obs_0000005536|obs_0000009382|obs_0000015654|obs_0000006101|obs_0000024677|obs_0000011880|obs_0000009842|obs_0000017405,obs_0000012310|obs_0000033983|obs_0000027587|obs_0000010619,,
Original Eiscreme,Dovgan,"€ 2,79","€ 3,99","1 l = 3,88","1 l = 3,88","tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_282.jpg,"cat_drogerie,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed",,,ref_000282,obs_0000028730|obs_0000008291|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000014505|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000012668|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008734|obs_0000008777|obs_0000021117|obs_0000010899|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000013609|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000014210|obs_0000010117|obs_0000014249,,,
Guten Appetit Suppe,Maggi,"€ 0,59","€ 0,99","1 l = 0,59 - 0,79","1 l = 0,59 - 0,79",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_283.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000283,obs_0000012366|obs_0000014560|obs_0000013675|obs_0000009979|obs_0000029313|obs_0000032471|obs_0000005367|obs_0000032114|obs_0000009443|obs_0000015871|obs_0000032231|obs_0000027223|obs_0000034285,obs_0000012366|obs_0000029313|obs_0000032471|obs_0000014560|obs_0000009443|obs_0000005367|obs_0000013675|obs_0000032114,,
Geflügelfleischwurst,Gutfried,"€ 2,99","€ 3,69","1 kg = 7,48","1 kg = 7,48",,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_285.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_ultra_processed",,,ref_000285,obs_0000010301,obs_0000030485|obs_0000006329|obs_0000032348|obs_0000010301|obs_0000031486,x,
Curry King,Meica,"€ 1,79","€ 2,69","1 kg = 8,14","1 kg = 8,14",in würziger Currysauce,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_286.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000286,obs_0000029154|obs_0000031481|obs_0000011791|obs_0000020541|obs_0000014525|obs_0000031807|obs_0000022987|obs_0000019917|obs_0000015833|obs_0000025063|obs_0000021360|obs_0000022415|obs_0000018453,obs_0000011791|obs_0000020541|obs_0000014525|obs_0000031807|obs_0000022987|obs_0000019917|obs_0000015833|obs_0000029154|obs_0000025063|obs_0000021360|obs_0000031481,x,
Taschki Pelmeni,Dovgan,"€ 4,44","€ 6,99","pro Einheit = 4,44","pro Einheit = 4,44","tiefgekühlt, Teigtaschen mit versch. Füllungen",Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_288.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte",,,ref_000288,obs_0000022329|obs_0000026699|obs_0000034385|obs_0000018149|obs_0000027672|obs_0000017085|obs_0000016986|obs_0000002307|obs_0000008386,obs_0000027672|obs_0000022329|obs_0000017085|obs_0000026699|obs_0000034385|obs_0000016986|obs_0000018149,,
Kinder Schokobons,Ferrero,"€ 2,99","€ 3,99","1 kg = 13,29 - 14,95","1 kg = 13,29 - 14,95",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_289.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000289,,obs_0000006740|obs_0000021208|obs_0000019198|obs_0000021701|obs_0000017732|obs_0000028227|obs_0000018145|obs_0000014120|obs_0000020389,,
Balisto,Balisto,"€ 1,99","€ 2,99","1 kg = 13,45","1 kg = 13,45",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_290.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000290,obs_0000034809|obs_0000000712|obs_0000034209,obs_0000034809|obs_0000000712,x,
Deospray,Rexona,"€ 1,99","€ 2,85","1 l = 13,27","1 l = 13,27",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_291.jpg,cat_drogerie,,,ref_000291,obs_0000026566|obs_0000027389|obs_0000015110|obs_0000013583|obs_0000035064|obs_0000003229|obs_0000032800|obs_0000026145|obs_0000026277|obs_0000033577|obs_0000002346|obs_0000033454|obs_0000032945|obs_0000034658|obs_0000031852|obs_0000033019|obs_0000034445|obs_0000014231|obs_0000033576|obs_0000033196|obs_0000030081|obs_0000032772|obs_0000032140|obs_0000032276|obs_0000008104|obs_0000005295|obs_0000003531|obs_0000031052|obs_0000029400|obs_0000033258|obs_0000005487|obs_0000029052|obs_0000034053|obs_0000015115|obs_0000013584|obs_0000034859|obs_0000033457|obs_0000033848|obs_0000034242|obs_0000007505|obs_0000033366|obs_0000033117|obs_0000021251|obs_0000032778|obs_0000025255|obs_0000029739|obs_0000020432|obs_0000007295,obs_0000015110|obs_0000013583|obs_0000035064|obs_0000003229|obs_0000032800|obs_0000026145|obs_0000026277|obs_0000033577|obs_0000002346|obs_0000033454|obs_0000032945|obs_0000026566|obs_0000031052|obs_0000034658|obs_0000031852|obs_0000033019|obs_0000027389,,
Arktis Premium Vodka,Keine Marke,"€ 4,99","€ 6,49","1 l = 9,98","1 l = 9,98",40% Vol.,Nein,"Wochenangebote gültig von Montag, 20.04.26 - Samstag, 25.04.26",20.04.26,25.04.26,../images/netto/netto_offer_292.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000292,obs_0000026134|obs_0000018832|obs_0000017645|obs_0000034845|obs_0000012431|obs_0000026846|obs_0000035049|obs_0000008713|obs_0000021182|obs_0000008904|obs_0000002903|obs_0000011132|obs_0000019368|obs_0000009320|obs_0000013474|obs_0000009420|obs_0000034034|obs_0000015665|obs_0000011595|obs_0000024028|obs_0000013830|obs_0000009791|obs_0000009883|obs_0000028354|obs_0000022378|obs_0000024448|obs_0000020363|obs_0000012175,,,
